reading_package	manip_package	op	type	time	size	max_memory	rows	cols
vroom_no_altrep	dplyr	read	real	6.923159122467041	1963219523	5740023808	100000	1000
vroom_no_altrep	dplyr	print	process	0.06295269499999989	1963219523	5740023808	100000	1000
vroom_no_altrep	dplyr	print	real	0.06295442581176758	1963219523	5740023808	100000	1000
vroom_no_altrep	dplyr	head	process	0.0024358220000024744	1963219523	5740023808	100000	1000
vroom_no_altrep	dplyr	head	real	0.0024373531341552734	1963219523	5740023808	100000	1000
vroom_no_altrep	dplyr	tail	process	0.002060569999997597	1963219523	5740023808	100000	1000
vroom_no_altrep	dplyr	tail	real	0.002062082290649414	1963219523	5740023808	100000	1000
vroom_no_altrep	dplyr	sample	process	0.09410682600000086	1963219523	5740023808	100000	1000
vroom_no_altrep	dplyr	sample	real	0.09410929679870605	1963219523	5740023808	100000	1000
vroom_no_altrep	dplyr	filter	process	0.013741070000001798	1963219523	5740023808	100000	1000
vroom_no_altrep	dplyr	filter	real	0.013743400573730469	1963219523	5740023808	100000	1000
vroom_no_altrep	dplyr	aggregate	process	0.030236498000000722	1963219523	5740023808	100000	1000
vroom_no_altrep	dplyr	aggregate	real	0.030238628387451172	1963219523	5740023808	100000	1000
