reading_package	manip_package	op	type	time	size	max_memory	rows	cols
vroom_no_altrep	dplyr	print	process	0.06623288399998728	1600080624	13033082880	100000	1000
vroom_no_altrep	dplyr	print	real	0.06623482704162598	1600080624	13033082880	100000	1000
vroom_no_altrep	dplyr	head	process	0.0027959219999615925	1600080624	13033082880	100000	1000
vroom_no_altrep	dplyr	head	real	0.002797365188598633	1600080624	13033082880	100000	1000
vroom_no_altrep	dplyr	tail	process	0.0024252139999703104	1600080624	13033082880	100000	1000
vroom_no_altrep	dplyr	tail	real	0.0024268627166748047	1600080624	13033082880	100000	1000
vroom_no_altrep	dplyr	sample	process	0.027183294999986174	1600080624	13033082880	100000	1000
vroom_no_altrep	dplyr	sample	real	0.02718496322631836	1600080624	13033082880	100000	1000
vroom_no_altrep	dplyr	filter	process	0.034791021999978966	1600080624	13033082880	100000	1000
vroom_no_altrep	dplyr	filter	real	0.03479290008544922	1600080624	13033082880	100000	1000
vroom_no_altrep	dplyr	aggregate	process	0.036543052000013176	1600080624	13033082880	100000	1000
vroom_no_altrep	dplyr	aggregate	real	0.0365450382232666	1600080624	13033082880	100000	1000
